timestamp,device,dns_target,icmp_target,service_host,dns_ms,error_code,icmp_jitter_ms,icmp_loss_pct,icmp_rtt_ms,probe_success,tcp_connect_ms
2026-07-15T06:58:40Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,88,0,11,0,57,1,76
2026-07-15T06:58:51Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,191,0,2,0,49,1,102
2026-07-15T06:59:02Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,80,0,4,0,57,1,69
2026-07-15T06:59:13Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,184,0,5,0,46,1,63
2026-07-15T06:59:23Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,80,0,1,0,55,1,70
2026-07-15T06:59:34Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,76,0,9,0,57,1,76
2026-07-15T06:59:45Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,88,0,18,0,59,1,77
2026-07-15T06:59:56Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,72,0,14,0,59,1,77
2026-07-15T07:00:07Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,85,0,4,0,50,1,147
2026-07-15T07:00:18Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,82,0,10,0,49,1,74
2026-07-15T07:00:29Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,75,0,8,0,57,1,59
2026-07-15T07:00:40Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,86,0,3,0,55,1,66
2026-07-15T07:00:51Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,95,0,12,0,53,1,58
2026-07-15T07:01:02Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,184,0,2,0,48,1,156
2026-07-15T07:01:13Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,187,0,4,0,50,1,72
2026-07-15T07:01:24Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,197,0,16,0,50,1,133
2026-07-15T07:01:35Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,65,0,6,0,54,1,130
2026-07-15T07:01:46Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,86,0,16,0,53,1,75
2026-07-15T07:01:57Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,84,0,9,0,54,1,57
2026-07-15T07:02:08Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,197,0,4,0,52,1,69
2026-07-15T07:02:19Z,temp-aquila-mac,teams.microsoft.com,1.1.1.1,teams.microsoft.com,86,0,12,0,59,1,132
